replies,retweets,favorites,text,day,time
0,0,0,  طيب وصل العلم يعني درى سموه ب معاناه حطين سواء ب ايميل او ب خطاب بلاشي ترقيع يافراج انت بدر السعيد ويابلادي كم على شانش,12/05/2016,20:27
0,0,0,الان   عن معاناه نادي حطين  لك الله يا عنابي,12/05/2016,20:09
0,1,1,الظهور الاعلامي للخلوق اللاعب ومدرب حطين عبدالرحمن الحمدان للحديث عن معاناه ناديه تدل على وفاء واخلاص عبدالرحمن كم نحتاج امثاله من الاوفياء,12/05/2016,07:40
0,1,0,اين انت يارئيس الهيئه عن معاناه هذا النادي البائس   وايضا هل هذه بيوت الشباب ال  حتى سرير لايوجد فين تروح ملايين الصيانه,12/05/2016,01:11
0,0,0,Retweeted مسفر الحسيني   حلقه   الليله لابد تشوفها مره اخرى معاناه نادي   httpfbmeWBSa70x1,12/04/2016,21:59
0,0,0,بعد معاناه نادي حطين لاعبين ومدرب الفريق عايشين على الصداقات اين ريئس هئيه الرياضه والاتحاد السعودي وريئسه المدرب الحمدان فضحهم   ,12/04/2016,21:48
2,11,4,حلقه   الليله لابد تشوفها مره اخرى معاناه نادي   تحتاج تدخل المسؤلين شكرا  ,12/04/2016,21:38
0,1,0,  مدرب فريق   ظهر وبكل شجاعه وتكلم عن معاناه حطين ولاعبي الفريقوبكى حرقه على وضع النادي وتوقف الدعم  ,12/04/2016,21:35
0,0,0,عبدالرحمن الحمدان ينقل   عبر   لابد من وقفه حازمه لدعم هذا النادي وغيره,12/04/2016,21:30
0,2,0,بيض الله وجهك ياكبتن عبدالرحمن الحمدان يتكلم من قلب عن معاناه نادي حطين وكانه احد ابناء النادي والمنطقه كثر الله من امثالك   ,12/04/2016,21:30
10,120,95,عبدالرحمن الحمدان مدرب فريق حطين يتحدث في   بشجاعه عن معاناه تتطلب تكوين لجنه عاجله لتذليل جميع المعوقات لانديه الحد الجنوبي  ,12/04/2016,21:29
0,0,0,  مدرب حطين رجل يتكلم عن معاناه حقيقيه وعن رجال صابرون على اسوء الظروف واصعب انواع البؤس يتدربون بصحراء  ولهم حقوق متاخره ,12/04/2016,21:25
0,0,0,اين اعضاء الشرف اللي يحبوا يخدموا الوطن من خلال الانديه هذا مدرب   ينقل معاناه ناديه على   ولا خدمتكم فقط للشو,12/04/2016,21:24
0,0,0,وليد الفراج اقسم بالله انك رجااااال من زمان نحتاج واحد زيك يشوف معاناه حطين      ,12/04/2016,21:24
0,0,1,  للاسف الظروف المحيطه تجبرك توقف تصوير  الله يصلح الحال  صوره من تصويري لحي حطين بالرياض  ,11/04/2016,01:14
1,0,0,      معاناه   حطين من تاخر انجازمشروع الانارهوالرصف ابلغت مرات عديدهولاتجاوب شارع وادي العين يعاني,28/02/2016,12:15
0,2,0,  صدقت  ولاتنسى حطين اللي نافس بقوه على العوده للدرجه الاولى ولكن معاناه السفر اسبوعيا وعدم تكافؤ الفرص اضاع جهودهم ,02/05/2016,20:18
1,1,1,    تذكر المبتعثين لاتتحوز ١٠ الف ريال  والحكومه حطين لهم ٣٠الف هذا صحيح     ,13/05/2015,04:37
0,1,0,اليوم في مزاد مخطط حطين وصل سعر المتر 2800 ريال صوره مع التحيه لوزير الاسكان و مرفق فيها معاناه الشعب في السكن من سنين,31/03/2015,15:45
3,0,0,حطين يتلقى خساره جديده من ابها بنتيجه 02 وتزيد معاناه الفريق اكثر واكثر,14/02/2015,15:41
0,0,0,  معاناه احدى كبيرات السن لم تستطع دخول منزلها منذ سنه بسبب وجود حفريه تصريف سيول مهجوره امام بيتها حي حطين شارع وادي الشعراء,02/12/2015,12:37
0,0,0, معاناه   مع التحكيم في آسيا ستدفعها الانديه السعوديه في الدوري  ,02/02/2015,18:51
0,0,0,هدف يتيم في شوط كامل امام صاحب المركز 15 بدوري الدرجه الاولى وهو ناقص لاعب تبين مدى معاناه الزعيم وظروفه الصعبه التي يمر بها  ,02/02/2015,18:13
1,0,0,  سنمدد معاناه الهلال بنكهه الفل الجازاني في موقعه حطين حطين يطمس تاريخ الهلال في دهليز الوحل والطين,02/02/2015,13:25
0,4,0,  المدائن تنقل معاناه طلاب حطين المتوسطه وفلسطين الثانويه بمكه في عبور الشارع للمدرستين httpwwwalmadaencomsanewsdetails16472,12/10/2014,11:35
0,1,0,المدائن تنقل معاناه طلاب حطين المتوسطه وفلسطين الثانويه بمكه في عبور الشارع للمدرستين httpwwwalmadaencomsanewsdetails16472,12/10/2014,11:33
0,0,0,وزاره الاشغال الحمدلله توها تتذكر في شارع بين منطقه حطين والسلام وقاعدين يعدلونه بعد معاناه سنين ,12/06/2014,13:35
0,0,0,    و كمان من جماعه باص رغدان وسط البلد الوحدات حطين 13بعاني معاناه,06/02/2014,16:21
2,0,0,  التهامي و حطين معاناه مستمره,16/01/2014,04:18
0,0,0,في  ء    يتفوق على   برباعيه  و   يتقدم للوصافه بعد فوزه على   و   يزيد معاناه   ويقترب من  ,01/03/2014,15:50
0,0,0,  جنوب السره الله يعينك جربت وقت التسكيره اروح منطقه حطين وكانت معاناه اليوم تمشي الوفود وترجع زحمتنا المتعودين عليها ,20/11/2013,11:35
0,0,0,  مباراه لا تقبل انصاف الحلول  بالتوفيق ابو تركي لكن الاهم رغبه الفوز تكون حاضره في ظل معاناه حطين وظروفه الصعبه,11/01/2013,17:40
1,0,0,  لعبوا بنفسيه البعثه  معاناه الغاء الرحله قد تكلف الفريق الاداء السيئ في مقابلته مع حطين  الله ييسرها ان شاءالله,29/08/2013,08:35
0,0,0,  انا حطين بين المادتين ثنعش يوم والاسبوع الجاي مواد التخصص ورى بعض يا حمير قسموا زين  ,18/05/2013,22:55
0,6,1,معاناه مشجع من نادي حطين مع حكم المباراه يرويها لكم عبر صفحته في الفيس بوك  وتستمر الحياه بالظلم التحكيمي  ,04/06/2013,17:51
0,0,0,وبدات رحله معاناه انقطاع الكهرباء ده احنا مقبلين على ايام سوداء يجيلك ويحط عليك يا بعيد ده حطين عنده مولد كهرباء httpfbmetNrNkKVI,14/03/2013,16:31
1,2,0,والرساله الاجملان كره القدم ليست مجرد تسليهفهي منبر لتوصيل صوتواظهار معاناهكلنارهامكلناحطين,03/07/2013,19:08
1,0,0,  ولازالت تستمر معاناه متوسطه حطين في   كلي امل في حلها قريبا معاناه متوسطه حطين الخرج httpwwwkeekcomx7Rbbab,02/12/2013,14:40
0,0,0,  مقطع جديد لي في keek لمتابعتي kha85led معاناه متوسطه حطين الخرج httpwwwkeekcomx7Rbbab,29/01/2013,08:26
0,2,0,  مقطع جديد لي في keek لمتابعتي kha85led معاناه متوسطه حطين الخرج httpwwwkeekcomx7Rbbab,29/01/2013,08:26
0,1,0,مقطع جديد لي في keek لمتابعتي kha85led معاناه متوسطه حطين الخرج httpwwwkeekcomx7Rbbab,29/01/2013,08:25
0,0,0,تحليلي للقاء حطين والوطني ونقل معاناه جماهير جازان اتمنى مشاهده ممتعه httpwwwyoutubecomwatchvzNoIoIx8Aocampfeatureyoutube,14/12/2012,19:48
1,0,0,  اتمنى منك عرض معاناه منطقه جازان في توسعه ملعب مدينه الملك فيصل حتى لاتحصل كارثه مثل ما حصل لنادي الشعله في حال تاهل حطين,12/05/2012,19:35
0,0,0,  صدقني احس ان حطين بالدرجه الثانيه ماله حس و ماكانه متصدر و مبارياته ما تنقل الا بعد معاناه ليش احنا عيال البطه السوداء مثلا,12/01/2012,20:46
0,0,0,  مع ان جيرانا من حطين ولوبيه وصفوريه والمرين فقط علي التويتر عرفت كم معاناه اللاجيء صعبه ومره,18/09/2012,00:53
0,0,0,اليوم الطائي يحل على حطين ضيف ولسان حال العشاق للرمادي يقووول  مدري غلا ولا حزن ولا سرور مدري بدايه فرح ولا معاناهـ  يارب يفوز الطائي,09/12/2012,13:10
